filename,result_CaDiCaL,result_Kissat_MAB_DC_results,result_Kissat_MAB_ESA_results,result_Lingeling,result_cryptominisat,result_hCaD_results,result_kissat_sc2024_results,result_picosat,mismatch
3sat_483.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_484.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_485.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_486.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_487.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_488.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_489.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_49.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_490.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_491.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_492.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_493.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_494.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_495.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_496.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_497.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_498.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_499.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_5.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_50.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_500.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_501.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_502.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_503.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_504.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_505.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_506.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_507.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_508.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_509.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_51.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_510.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_511.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_512.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_513.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_514.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_515.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_516.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_517.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_518.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_519.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_52.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_520.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_521.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_522.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_523.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_524.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_525.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_526.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_527.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_528.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_529.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_53.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_530.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_531.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_532.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_533.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_534.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_535.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_536.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_537.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_538.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_539.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_54.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_540.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_541.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_542.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_543.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_544.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_545.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_546.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_547.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_548.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_549.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_55.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_550.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_551.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_552.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_553.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_554.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_555.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_556.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_557.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_558.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_559.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_56.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_560.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_561.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_562.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_563.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_564.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_565.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_566.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_567.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_568.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_569.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_57.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_570.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_571.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_572.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_573.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_574.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_575.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_576.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_577.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_578.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_579.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_58.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_580.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_581.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_582.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_583.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_584.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_585.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_586.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_587.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_588.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_589.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_59.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_590.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_591.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_592.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_593.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_594.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_595.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_596.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_597.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_598.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_599.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_6.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_60.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_600.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_601.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_602.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_603.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_604.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_605.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_606.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_607.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_608.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_609.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_61.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_610.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_611.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_612.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_613.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_614.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_615.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_616.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_617.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_618.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_619.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_62.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_620.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_621.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_622.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_623.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_624.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_625.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_626.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_627.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_628.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_629.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_63.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_630.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_631.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_632.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_633.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_634.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_635.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_636.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_637.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_638.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_639.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_64.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_640.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_641.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_642.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_643.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_644.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_645.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_646.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_647.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_648.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_649.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_65.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_650.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_651.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_652.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_653.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_654.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_655.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_656.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_657.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_658.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_659.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_66.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_660.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_661.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_662.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_663.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_664.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_665.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_666.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_667.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
3sat_668.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_669.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_67.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_670.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_671.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_672.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_673.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_674.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_675.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
3sat_676.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
